scene_name,modality,sha256,count,pair_ids,relative_paths,diagnostic_policy
05_night_pseudocolor_solar_panels_1315,thermal,f0141d8e226c2d4a345165c542f14f44cc2f7f098119aa550e3119e9817b1809,2,000905;000906,05_night_pseudocolor_solar_panels_1315/thermal/000905.jpg;05_night_pseudocolor_solar_panels_1315/thermal/000906.jpg,record_only_not_excluded
